driver,session_date,event,series_code,class,elo,delta,laps,cumulative_laps,license
gar robinson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1319,-9,100,676,Bronze
george kurtz,2024-01-27 13:40:00,Daytona,imsa,LMP2,1355,-32,146,720,Bronze
george kurtz,2024-01-27 13:40:00,Daytona,imsa,LMP2,1326,-29,138,858,Bronze
george kurtz,2024-01-27 13:40:00,Daytona,imsa,LMP2,1306,-20,146,1004,Bronze
george kurtz,2024-01-27 13:40:00,Daytona,imsa,LMP2,1291,-15,146,1150,Bronze
george kurtz,2024-01-27 13:40:00,Daytona,imsa,LMP2,1315,24,62,1212,Bronze
jakub smiechowski,2024-01-27 13:40:00,Daytona,imsa,LMP2,1443,14,145,1132,Silver
jakub smiechowski,2024-01-27 13:40:00,Daytona,imsa,LMP2,1484,41,102,1234,Silver
jakub smiechowski,2024-01-27 13:40:00,Daytona,imsa,LMP2,1484,0,145,1379,Silver
jakub smiechowski,2024-01-27 13:40:00,Daytona,imsa,LMP2,1482,-3,145,1524,Silver
jakub smiechowski,2024-01-27 13:40:00,Daytona,imsa,LMP2,1493,11,41,1565,Silver
james allen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1586,-26,191,1892,Gold
james allen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1579,-8,76,1968,Gold
james allen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1592,13,109,2077,Gold
james allen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1587,-4,191,2268,Gold
james allen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1581,-6,36,2304,Gold
joao barbosa,2024-01-27 13:40:00,Daytona,imsa,LMP2,1460,0,130,130,Gold
joao barbosa,2024-01-27 13:40:00,Daytona,imsa,LMP2,1369,-91,41,171,Gold
joao barbosa,2024-01-27 13:40:00,Daytona,imsa,LMP2,1438,68,123,294,Gold
joao barbosa,2024-01-27 13:40:00,Daytona,imsa,LMP2,1437,0,130,424,Gold
joao barbosa,2024-01-27 13:40:00,Daytona,imsa,LMP2,1386,-51,41,465,Gold
john farano,2024-01-27 13:40:00,Daytona,imsa,LMP2,1082,-59,140,1392,Bronze
john farano,2024-01-27 13:40:00,Daytona,imsa,LMP2,1023,-58,140,1532,Bronze
john farano,2024-01-27 13:40:00,Daytona,imsa,LMP2,984,-39,140,1672,Bronze
john farano,2024-01-27 13:40:00,Daytona,imsa,LMP2,956,-28,140,1812,Bronze
john farano,2024-01-27 13:40:00,Daytona,imsa,LMP2,929,-27,101,1913,Bronze
jonny edgar,2024-01-27 13:40:00,Daytona,imsa,LMP2,1390,0,102,102,Silver
jonny edgar,2024-01-27 13:40:00,Daytona,imsa,LMP2,1530,140,46,148,Silver
jonny edgar,2024-01-27 13:40:00,Daytona,imsa,LMP2,1479,-51,102,250,Silver
jonny edgar,2024-01-27 13:40:00,Daytona,imsa,LMP2,1482,3,102,352,Silver
josh burdon,2024-01-27 13:40:00,Daytona,imsa,LMP2,1681,0,198,198,Silver
josh burdon,2024-01-27 13:40:00,Daytona,imsa,LMP2,1672,-9,96,294,Silver
josh burdon,2024-01-27 13:40:00,Daytona,imsa,LMP2,1626,-46,163,457,Silver
josh burdon,2024-01-27 13:40:00,Daytona,imsa,LMP2,1647,20,198,655,Silver
kyffin simpson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1606,-81,249,971,Gold
kyffin simpson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1614,8,61,1032,Gold
kyffin simpson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1612,-2,163,1195,Gold
kyffin simpson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1602,-10,249,1444,Gold
kyffin simpson,2024-01-27 13:40:00,Daytona,imsa,LMP2,1612,9,36,1480,Gold
lance willsey,2024-01-27 13:40:00,Daytona,imsa,LMP2,964,0,149,149,Bronze
lance willsey,2024-01-27 13:40:00,Daytona,imsa,LMP2,937,-27,140,289,Bronze
lance willsey,2024-01-27 13:40:00,Daytona,imsa,LMP2,917,-19,149,438,Bronze
lance willsey,2024-01-27 13:40:00,Daytona,imsa,LMP2,904,-13,149,587,Bronze
lance willsey,2024-01-27 13:40:00,Daytona,imsa,LMP2,904,0,96,683,Bronze
laurents hoerr,2024-01-27 13:40:00,Daytona,imsa,LMP2,1352,0,28,28,Gold
laurents hoerr,2024-01-27 13:40:00,Daytona,imsa,LMP2,1259,-93,28,56,Gold
laurents hoerr,2024-01-27 13:40:00,Daytona,imsa,LMP2,1204,-55,28,84,Gold
laurents hoerr,2024-01-27 13:40:00,Daytona,imsa,LMP2,1171,-33,28,112,Gold
laurents hoerr,2024-01-27 13:40:00,Daytona,imsa,LMP2,1157,-13,26,138,Gold
lilou wadoux ducellier,2024-01-27 13:40:00,Daytona,imsa,LMP2,1494,-58,54,108,Silver
lilou wadoux ducellier,2024-01-27 13:40:00,Daytona,imsa,LMP2,1464,-30,54,162,Silver
lilou wadoux ducellier,2024-01-27 13:40:00,Daytona,imsa,LMP2,1459,-5,54,216,Silver
lilou wadoux ducellier,2024-01-27 13:40:00,Daytona,imsa,LMP2,1455,-3,54,270,Silver
lilou wadoux ducellier,2024-01-27 13:40:00,Daytona,imsa,LMP2,1438,-17,54,324,Silver
luis perez companc,2024-01-27 13:40:00,Daytona,imsa,LMP2,1423,-57,53,101,Bronze
luis perez companc,2024-01-27 13:40:00,Daytona,imsa,LMP2,1371,-53,53,154,Bronze
luis perez companc,2024-01-27 13:40:00,Daytona,imsa,LMP2,1346,-25,53,207,Bronze
luis perez companc,2024-01-27 13:40:00,Daytona,imsa,LMP2,1332,-14,53,260,Bronze
luis perez companc,2024-01-27 13:40:00,Daytona,imsa,LMP2,1331,0,53,313,Bronze
malthe jakobsen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1889,129,247,634,Gold
malthe jakobsen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1867,-22,101,735,Gold
malthe jakobsen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1888,21,149,884,Gold
malthe jakobsen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1939,51,247,1131,Gold
malthe jakobsen,2024-01-27 13:40:00,Daytona,imsa,LMP2,1897,-41,57,1188,Gold
matt brabham,2024-01-27 13:40:00,Daytona,imsa,LMP2,1433,0,152,152,Silver
matt brabham,2024-01-27 13:40:00,Daytona,imsa,LMP2,1461,28,89,241,Silver
matt brabham,2024-01-27 13:40:00,Daytona,imsa,LMP2,1472,11,152,393,Silver
matt brabham,2024-01-27 13:40:00,Daytona,imsa,LMP2,1485,13,152,545,Silver
matt brabham,2024-01-27 13:40:00,Daytona,imsa,LMP2,1505,20,41,586,Silver
michael dinan,2024-01-27 13:40:00,Daytona,imsa,LMP2,1318,0,159,159,Silver
michael dinan,2024-01-27 13:40:00,Daytona,imsa,LMP2,1404,86,77,236,Silver
michael dinan,2024-01-27 13:40:00,Daytona,imsa,LMP2,1367,-38,159,395,Silver
michael dinan,2024-01-27 13:40:00,Daytona,imsa,LMP2,1374,7,159,554,Silver
michael dinan,2024-01-27 13:40:00,Daytona,imsa,LMP2,1405,32,47,601,Silver
nick boulle,2024-01-27 13:40:00,Daytona,imsa,LMP2,1451,0,152,152,Bronze
nick boulle,2024-01-27 13:40:00,Daytona,imsa,LMP2,1516,65,130,282,Bronze
nick boulle,2024-01-27 13:40:00,Daytona,imsa,LMP2,1486,-29,152,434,Bronze
nick boulle,2024-01-27 13:40:00,Daytona,imsa,LMP2,1484,-2,152,586,Bronze
nick boulle,2024-01-27 13:40:00,Daytona,imsa,LMP2,1493,9,78,664,Bronze
nicolas pino,2024-01-27 13:40:00,Daytona,imsa,LMP2,1569,-78,194,524,Silver
nicolas pino,2024-01-27 13:40:00,Daytona,imsa,LMP2,1583,14,90,614,Silver
nicolas pino,2024-01-27 13:40:00,Daytona,imsa,LMP2,1578,-4,164,778,Silver
nicolas pino,2024-01-27 13:40:00,Daytona,imsa,LMP2,1570,-8,194,972,Silver
nicolas pino,2024-01-27 13:40:00,Daytona,imsa,LMP2,1578,7,90,1062,Silver
nolan siegel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1622,-111,126,491,Gold
nolan siegel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1623,1,57,548,Gold
nolan siegel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1600,-23,101,649,Gold
nolan siegel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1599,0,126,775,Gold
nolan siegel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1632,32,18,793,Gold
patricio o'ward,2024-01-27 13:40:00,Daytona,imsa,LMP2,1659,-47,218,442,Platinum
patricio o'ward,2024-01-27 13:40:00,Daytona,imsa,LMP2,1709,50,111,553,Platinum
patricio o'ward,2024-01-27 13:40:00,Daytona,imsa,LMP2,1700,-9,160,713,Platinum
patricio o'ward,2024-01-27 13:40:00,Daytona,imsa,LMP2,1681,-19,218,931,Platinum
patricio o'ward,2024-01-27 13:40:00,Daytona,imsa,LMP2,1679,-2,38,969,Platinum
paul loup chatin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1606,-73,220,2865,Gold
paul loup chatin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1609,2,51,2916,Gold
paul loup chatin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1660,51,123,3039,Gold
paul loup chatin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1624,-36,220,3259,Gold
paul loup chatin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1626,3,36,3295,Gold
pietro fittipaldi,2024-01-27 13:40:00,Daytona,imsa,LMP2,1687,12,213,1639,Gold
pietro fittipaldi,2024-01-27 13:40:00,Daytona,imsa,LMP2,1678,-9,77,1716,Platinum
pietro fittipaldi,2024-01-27 13:40:00,Daytona,imsa,LMP2,1686,7,127,1843,Platinum
pietro fittipaldi,2024-01-27 13:40:00,Daytona,imsa,LMP2,1695,9,213,2056,Gold
pietro fittipaldi,2024-01-27 13:40:00,Daytona,imsa,LMP2,1672,-23,28,2084,Platinum
pj hyett,2024-01-27 13:40:00,Daytona,imsa,LMP2,1435,0,156,156,Bronze
pj hyett,2024-01-27 13:40:00,Daytona,imsa,LMP2,1423,-12,156,312,Bronze
pj hyett,2024-01-27 13:40:00,Daytona,imsa,LMP2,1424,1,156,468,Bronze
pj hyett,2024-01-27 13:40:00,Daytona,imsa,LMP2,1419,-5,156,624,Bronze
pj hyett,2024-01-27 13:40:00,Daytona,imsa,LMP2,1434,15,106,730,Bronze
ryan dalziel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1689,44,171,2156,Gold
ryan dalziel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1699,10,72,2228,Gold
ryan dalziel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1714,15,137,2365,Gold
ryan dalziel,2024-01-27 13:40:00,Daytona,imsa,LMP2,1733,18,171,2536,Gold
scott mclaughlin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1719,180,268,701,Platinum
scott mclaughlin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1728,9,85,786,Platinum
scott mclaughlin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1745,16,148,934,Platinum
scott mclaughlin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1791,46,268,1202,Platinum
scott mclaughlin,2024-01-27 13:40:00,Daytona,imsa,LMP2,1784,-6,34,1236,Platinum
sebastian alvarez,2024-01-27 13:40:00,Daytona,imsa,LMP2,1495,-13,183,396,Silver
sebastian alvarez,2024-01-27 13:40:00,Daytona,imsa,LMP2,1530,35,95,491,Silver
sebastian alvarez,2024-01-27 13:40:00,Daytona,imsa,LMP2,1534,4,154,645,Silver
sebastian alvarez,2024-01-27 13:40:00,Daytona,imsa,LMP2,1523,-10,183,828,Silver
sebastian alvarez,2024-01-27 13:40:00,Daytona,imsa,LMP2,1532,9,49,877,Silver
seth lucas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1471,0,100,100,Silver
seth lucas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1491,20,100,200,Silver
seth lucas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1484,-7,100,300,Silver
seth lucas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1482,-2,100,400,Silver
steven thomas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1363,40,58,1900,Bronze
steven thomas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1382,19,58,1958,Bronze
steven thomas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1392,10,58,2016,Bronze
steven thomas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1397,5,58,2074,Bronze
steven thomas,2024-01-27 13:40:00,Daytona,imsa,LMP2,1399,1,58,2132,Bronze
toby sowery,2024-01-27 13:40:00,Daytona,imsa,LMP2,1754,0,188,188,Silver
toby sowery,2024-01-27 13:40:00,Daytona,imsa,LMP2,1741,-14,114,302,Silver
toby sowery,2024-01-27 13:40:00,Daytona,imsa,LMP2,1758,17,188,490,Silver
toby sowery,2024-01-27 13:40:00,Daytona,imsa,LMP2,1756,-1,188,678,Silver
toby sowery,2024-01-27 13:40:00,Daytona,imsa,LMP2,1759,3,64,742,Silver
tom dillmann,2024-01-27 13:40:00,Daytona,imsa,LMP2,1811,0,257,257,Gold
tom dillmann,2024-01-27 13:40:00,Daytona,imsa,LMP2,1742,-68,66,323,Gold
tom dillmann,2024-01-27 13:40:00,Daytona,imsa,LMP2,1815,73,145,468,Gold
tom dillmann,2024-01-27 13:40:00,Daytona,imsa,LMP2,1836,20,257,725,Gold
tom dillmann,2024-01-27 13:40:00,Daytona,imsa,LMP2,1821,-14,36,761,Gold
ben keating,2024-03-16 09:40:00,Sebring,imsa,LMP2,1467,5,87,2085,Bronze
benjamin hanley,2024-03-16 09:40:00,Sebring,imsa,LMP2,1790,-64,113,3054,Gold
bijoy garg,2024-03-16 09:40:00,Sebring,imsa,LMP2,1568,114,126,376,Silver
charlie eastwood,2024-03-16 09:40:00,Sebring,imsa,LMP2,1584,-81,83,715,Gold
colin braun,2024-03-16 09:40:00,Sebring,imsa,LMP2,1784,-55,124,724,Gold
connor zilisch,2024-03-16 09:40:00,Sebring,imsa,LMP2,1845,-29,118,813,Silver
daniel goldburg,2024-03-16 09:40:00,Sebring,imsa,LMP2,1337,106,94,516,Bronze
dennis andersen,2024-03-16 09:40:00,Sebring,imsa,LMP2,1123,34,86,1772,Bronze
dwight merriman,2024-03-16 09:40:00,Sebring,imsa,LMP2,1022,63,85,2259,Bronze
felipe fraga,2024-03-16 09:40:00,Sebring,imsa,LMP2,1763,-8,110,774,Gold
gar robinson,2024-03-16 09:40:00,Sebring,imsa,LMP2,1323,4,93,769,Bronze
george kurtz,2024-03-16 09:40:00,Sebring,imsa,LMP2,1229,-86,84,1296,Bronze
henrik hedman,2024-03-16 09:40:00,Sebring,imsa,LMP2,1080,38,88,1067,Bronze
hunter mcelrea,2024-03-16 09:40:00,Sebring,imsa,LMP2,1752,0,130,130,Silver
jakub smiechowski,2024-03-16 09:40:00,Sebring,imsa,LMP2,1536,43,102,1667,Silver
joao barbosa,2024-03-16 09:40:00,Sebring,imsa,LMP2,1455,68,129,594,Gold
john farano,2024-03-16 09:40:00,Sebring,imsa,LMP2,961,32,86,1999,Bronze
jonny edgar,2024-03-16 09:40:00,Sebring,imsa,LMP2,1561,80,117,469,Silver
josh burdon,2024-03-16 09:40:00,Sebring,imsa,LMP2,1617,-30,127,782,Silver
lance willsey,2024-03-16 09:40:00,Sebring,imsa,LMP2,920,17,84,767,Bronze
laurents hoerr,2024-03-16 09:40:00,Sebring,imsa,LMP2,1512,355,157,295,Gold
lilou wadoux ducellier,2024-03-16 09:40:00,Sebring,imsa,LMP2,1477,39,19,343,Silver
luis perez companc,2024-03-16 09:40:00,Sebring,imsa,LMP2,1335,4,45,358,Bronze
malthe jakobsen,2024-03-16 09:40:00,Sebring,imsa,LMP2,1767,-130,126,1314,Gold
matt brabham,2024-03-16 09:40:00,Sebring,imsa,LMP2,1471,-35,122,708,Silver
michael dinan,2024-03-16 09:40:00,Sebring,imsa,LMP2,1379,-26,77,678,Silver
mikkel jensen,2024-03-16 09:40:00,Sebring,imsa,LMP2,1811,-32,109,1817,Platinum
nick boulle,2024-03-16 09:40:00,Sebring,imsa,LMP2,1475,-18,89,753,Bronze
nicolas pino,2024-03-16 09:40:00,Sebring,imsa,LMP2,1637,59,129,1191,Silver
paul di resta,2024-03-16 09:40:00,Sebring,imsa,LMP2,1783,42,110,599,Platinum
paul loup chatin,2024-03-16 09:40:00,Sebring,imsa,LMP2,1651,24,99,3394,Gold
pj hyett,2024-03-16 09:40:00,Sebring,imsa,LMP2,1416,-18,91,821,Bronze
rasmus lindh,2024-03-16 09:40:00,Sebring,imsa,LMP2,1627,0,116,116,Silver
ryan dalziel,2024-03-16 09:40:00,Sebring,imsa,LMP2,1691,-41,127,2663,Gold
seth lucas,2024-03-16 09:40:00,Sebring,imsa,LMP2,1489,7,87,487,Silver
steven thomas,2024-03-16 09:40:00,Sebring,imsa,LMP2,1361,-37,91,2223,Bronze
toby sowery,2024-03-16 09:40:00,Sebring,imsa,LMP2,1761,2,122,864,Silver
tom dillmann,2024-03-16 09:40:00,Sebring,imsa,LMP2,1773,-48,139,900,Gold
albert costa,2024-04-14 11:30:00,Barcelona,elms,LMP2,1754,-27,50,664,Platinum
alejandro garcia,2024-04-14 11:30:00,Barcelona,elms,LMP2,1472,0,45,45,Silver
alessio rovera,2024-04-14 11:30:00,Barcelona,elms,LMP2,1666,23,52,799,Platinum
alexander lynn,2024-04-14 11:30:00,Barcelona,elms,LMP2,1760,-3,50,840,Platinum
alexander quinn,2024-04-14 11:30:00,Barcelona,elms,LMP2,1578,29,49,1235,Gold
andres latorre canon,2024-04-14 11:30:00,Barcelona,elms,LMP2,1079,0,30,30,Bronze
andrew meyrick,2024-04-14 11:30:00,Barcelona,elms,LMP2,1456,-112,45,280,Gold
anthony wells,2024-04-14 11:30:00,Barcelona,elms,LMP2,1249,0,38,38,Bronze
arthur leclerc,2024-04-14 11:30:00,Barcelona,elms,LMP2,1538,0,49,49,Gold
benjamin hanley,2024-04-14 11:30:00,Barcelona,elms,LMP2,1778,-13,45,3099,Gold
bent viscaal,2024-04-14 11:30:00,Barcelona,elms,LMP2,1645,-13,46,1340,Gold
bijoy garg,2024-04-14 11:30:00,Barcelona,elms,LMP2,1566,-3,39,415,Silver
cem bolukbasi,2024-04-14 11:30:00,Barcelona,elms,LMP2,1463,0,55,55,Silver
charles milesi,2024-04-14 11:30:00,Barcelona,elms,LMP2,1758,29,48,1721,Platinum
clément novalak,2024-04-14 11:30:00,Barcelona,elms,LMP2,1606,0,56,56,Gold
colin noble,2024-04-14 11:30:00,Barcelona,elms,LMP2,1372,0,54,54,Gold
daniel schneider,2024-04-14 11:30:00,Barcelona,elms,LMP2,1069,31,32,221,Bronze
david heinemeier hansson,2024-04-14 11:30:00,Barcelona,elms,LMP2,1473,19,40,712,Silver
fabio scherer,2024-04-14 11:30:00,Barcelona,elms,LMP2,1571,-16,52,1992,Gold
felipe drugovich,2024-04-14 11:30:00,Barcelona,elms,LMP2,1624,0,48,48,Platinum
filip ugran,2024-04-14 11:30:00,Barcelona,elms,LMP2,1649,-13,40,512,Silver
francois perrodo,2024-04-14 11:30:00,Barcelona,elms,LMP2,1337,8,41,1076,Bronze
frederik vesti,2024-04-14 11:30:00,Barcelona,elms,LMP2,1517,0,56,56,Platinum
giorgio roda,2024-04-14 11:30:00,Barcelona,elms,LMP2,1389,4,40,242,Bronze
grégoire saucy,2024-04-14 11:30:00,Barcelona,elms,LMP2,1616,0,52,52,Gold
james allen,2024-04-14 11:30:00,Barcelona,elms,LMP2,1580,-1,48,2352,Gold
jean-baptiste simmenauer,2024-04-14 11:30:00,Barcelona,elms,LMP2,1207,0,54,54,Gold
job van uitert,2024-04-14 11:30:00,Barcelona,elms,LMP2,1753,6,49,1597,Gold
john falb,2024-04-14 11:30:00,Barcelona,elms,LMP2,1313,12,33,899,Bronze
jonas ried,2024-04-14 11:30:00,Barcelona,elms,LMP2,1406,104,39,225,Silver
jonny edgar,2024-04-14 11:30:00,Barcelona,elms,LMP2,1613,51,52,521,Silver
kriton lentoudis,2024-04-14 11:30:00,Barcelona,elms,LMP2,1144,0,34,34,Bronze
laurents horr,2024-04-14 11:30:00,Barcelona,elms,LMP2,1648,-70,51,552,Gold
lorenzo fluxa,2024-04-14 11:30:00,Barcelona,elms,LMP2,1616,0,38,38,Gold
louis deletraz,2024-04-14 11:30:00,Barcelona,elms,LMP2,1779,5,41,2926,Gold
luca ghiotto,2024-04-14 11:30:00,Barcelona,elms,LMP2,1728,120,50,163,Platinum
maceo capietto,2024-04-14 11:30:00,Barcelona,elms,LMP2,1537,0,52,52,Silver
malthe jakobsen,2024-04-14 11:30:00,Barcelona,elms,LMP2,1765,-2,51,1365,Gold
manuel maldonado,2024-04-14 11:30:00,Barcelona,elms,LMP2,1582,4,42,648,Silver
marino sato,2024-04-14 11:30:00,Barcelona,elms,LMP2,1706,130,54,284,Gold
mathias beche,2024-04-14 11:30:00,Barcelona,elms,LMP2,1693,23,46,1143,Gold
matteo cairoli,2024-04-14 11:30:00,Barcelona,elms,LMP2,1587,0,30,30,Platinum
matthew bell,2024-04-14 11:30:00,Barcelona,elms,LMP2,1499,-30,39,555,Gold
matthias kaiser,2024-04-14 11:30:00,Barcelona,elms,LMP2,1449,31,34,613,Silver
matthieu vaxiviere,2024-04-14 11:30:00,Barcelona,elms,LMP2,1626,42,45,1254,Gold
nelson piquet jr,2024-04-14 11:30:00,Barcelona,elms,LMP2,1519,-73,51,263,Platinum
nicolas pino,2024-04-14 11:30:00,Barcelona,elms,LMP2,1634,-3,54,1245,Silver
niels koolen,2024-04-14 11:30:00,Barcelona,elms,LMP2,1467,0,34,34,Silver
oliver gray,2024-04-14 11:30:00,Barcelona,elms,LMP2,1497,0,32,32,Silver
oliver jarvis,2024-04-14 11:30:00,Barcelona,elms,LMP2,1663,-17,43,1514,Platinum
olli caldwell,2024-04-14 11:30:00,Barcelona,elms,LMP2,1560,65,55,748,Gold
paul di resta,2024-04-14 11:30:00,Barcelona,elms,LMP2,1765,-18,47,646,Platinum
paul lafargue,2024-04-14 11:30:00,Barcelona,elms,LMP2,1527,28,39,1012,Silver
paul loup chatin,2024-04-14 11:30:00,Barcelona,elms,LMP2,1664,14,35,3429,Gold
rene binder,2024-04-14 11:30:00,Barcelona,elms,LMP2,1554,-50,51,1241,Gold
reshad de gerus,2024-04-14 11:30:00,Barcelona,elms,LMP2,1581,27,51,541,Gold
richard bradley,2024-04-14 11:30:00,Barcelona,elms,LMP2,1430,0,54,662,Gold
ritomo miyata,2024-04-14 11:30:00,Barcelona,elms,LMP2,1661,0,50,50,Platinum
robert kubica,2024-04-14 11:30:00,Barcelona,elms,LMP2,1727,-70,45,1494,Platinum
rodrigo sales,2024-04-14 11:30:00,Barcelona,elms,LMP2,1338,19,40,650,Bronze
ryan cullen,2024-04-14 11:30:00,Barcelona,elms,LMP2,1512,15,45,876,Silver
sebastian alvarez,2024-04-14 11:30:00,Barcelona,elms,LMP2,1562,30,41,918,Silver
stéphane richelmi,2024-04-14 11:30:00,Barcelona,elms,LMP2,1617,0,44,44,Gold
tom dillmann,2024-04-14 11:30:00,Barcelona,elms,LMP2,1755,-19,47,947,Gold
vladislav lomko,2024-04-14 11:30:00,Barcelona,elms,LMP2,1559,-112,50,328,Gold
william stevens,2024-04-14 11:30:00,Barcelona,elms,LMP2,1691,-17,36,1334,Platinum
albert costa,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1703,-51,47,711,Platinum
alejandro garcia,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1447,-24,43,88,Silver
alessio rovera,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1674,7,39,838,Platinum
alexander lynn,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1745,-16,46,886,Platinum
alexander quinn,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1606,28,46,1281,Gold
andres latorre canon,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1052,-27,32,62,Bronze
andrew meyrick,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1465,10,44,324,Gold
anthony wells,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1086,-162,37,75,Bronze
arthur leclerc,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1588,50,43,92,Gold
benjamin hanley,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1745,-33,45,3144,Gold
bent viscaal,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1659,14,47,1387,Gold
bijoy garg,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1511,-55,38,453,Silver
cem bolukbasi,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1483,20,43,98,Silver
charles milesi,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1748,-10,36,1757,Platinum
clément novalak,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1692,86,34,90,Gold
colin noble,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1375,3,41,95,Gold
daniel schneider,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1053,-16,34,255,Bronze
david heinemeier hansson,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1474,1,41,753,Silver
fabio scherer,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1551,-20,40,2032,Gold
felipe drugovich,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1580,-45,38,86,Platinum
filip ugran,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1674,26,45,557,Silver
francois perrodo,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1299,-38,40,1116,Bronze
frederik vesti,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1656,138,36,92,Platinum
giorgio roda,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1380,-9,39,281,Bronze
grégoire saucy,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1679,63,43,95,Gold
james allen,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1611,31,46,2398,Gold
jean-baptiste simmenauer,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1426,219,38,92,Gold
job van uitert,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1761,8,46,1643,Gold
john falb,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1290,-23,37,936,Bronze
jonas ried,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1470,64,42,267,Silver
jonny edgar,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1679,66,44,565,Silver
kriton lentoudis,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,843,-301,33,67,Bronze
laurents horr,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1629,-19,47,599,Gold
lorenzo fluxa,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1779,163,46,84,Gold
louis deletraz,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1757,-22,45,2971,Gold
luca ghiotto,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1797,68,44,207,Platinum
maceo capietto,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1618,81,37,89,Silver
malthe jakobsen,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1752,-13,21,1386,Gold
manuel maldonado,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1572,-9,46,694,Silver
marino sato,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1679,-27,35,319,Gold
mathias beche,2024-05-05 11:30:00,Paul Ricard,elms,LMP2,1696,2,46,1189,Gold
